,index,Activity,KL,Pct
0,2,Highway Personnel,6,15.789473684210526
1,4,Inbounds Rider,6,15.789473684210526
2,1,Climber,5,13.157894736842104
3,6,Motorist,5,13.157894736842104
4,0,Backcountry Tourer,4,10.526315789473685
5,7,Rescuer,4,10.526315789473685
6,8,Resident,4,10.526315789473685
7,5,Miner,2,5.2631578947368425
8,3,Hiker,1,2.6315789473684212
9,9,Sidecountry Rider,1,2.6315789473684212
